DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP
2020-07-02,2.325,8.016091954022988,31.407692307692308,18.707692307692305,19.520000000000003,Light Breeze,Slight,23.211794871794876
2020-07-03,2.7625,1.7627906976744185,33.12857142857142,20.671428571428574,24.220000000000002,Light Breeze,Slight,26.006666666666664
2020-07-04,2.975,10.127173913043478,31.385714285714283,20.007142857142856,19.8,Light Breeze,Slight,23.730952380952377
2020-07-05,2.4375,0.07272727272727274,32.06428571428571,21.0,22.02,Light Breeze,Slight,25.028095238095236
2020-07-06,2.65,1.4655172413793103,33.77857142857143,21.042857142857144,23.7,Light Breeze,Slight,26.173809523809524
2020-07-07,3.4375,9.75531914893617,30.385714285714286,21.464285714285715,21.849999999999998,Gentle Breeze,Slight,24.566666666666666
2020-07-08,2.849999999999999,0.6311111111111111,28.928571428571427,22.77857142857143,23.6,Light Breeze,Slight,25.10238095238095
2020-07-09,2.5,2.747191011235955,31.161538461538463,22.53076923076923,22.66,Light Breeze,Slight,25.45076923076923
2020-07-10,5.487500000000001,8.285227272727273,28.371428571428567,22.542857142857144,23.883333333333336,Gentle Breeze,Slight,24.932539682539684
2020-07-11,3.9499999999999993,49.1765306122449,27.571428571428573,22.342857142857145,22.96666666666667,Gentle Breeze,Slight,24.293650793650794
2020-07-12,4.1125,5.541666666666667,31.357142857142858,21.514285714285716,22.099999999999998,Gentle Breeze,Slight,24.99047619047619
2020-07-13,3.1625,1.425,31.39285714285714,21.392857142857142,22.05,Light Breeze,Slight,24.945238095238093
2020-07-14,3.425,0.043373493975903614,30.321428571428573,20.471428571428568,20.849999999999998,Gentle Breeze,Slight,23.88095238095238
2020-07-15,3.337499999999999,0.08977272727272728,28.314285714285713,20.071428571428573,20.75,Light Breeze,Slight,23.045238095238094
2020-07-16,3.9625,0.0,26.314285714285717,20.09285714285715,20.75,Gentle Breeze,Slight,22.38571428571429
2020-07-17,2.7624999999999997,1.2011904761904764,27.950000000000006,20.171428571428574,20.933333333333334,Light Breeze,Slight,23.018253968253973
2020-07-18,1.8375000000000001,1.775581395348837,31.464285714285715,20.914285714285715,22.44,Light Breeze,Slight,24.93952380952381
2020-07-19,3.6374999999999993,0.0,33.771428571428565,22.535714285714285,25.68,Gentle Breeze,Slight,27.329047619047618
