DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP,COLLISION COUNT,TEMP_SCALE,CASES_COUNT
2020-08-07,2.4875,5.257954545454545,27.471428571428568,19.557142857142857,19.716666666666665,Light Breeze,Slight,22.248412698412697,337,"[22, 24)",1
2020-08-08,1.975,4.910869565217391,27.935714285714283,20.085714285714285,20.9,Light Breeze,Slight,22.973809523809525,260,"[22, 24)",1
2020-08-09,2.8625,0.0454545454545454,29.8,20.957142857142856,21.54,Light Breeze,Slight,24.09904761904762,283,"[24, 26)",1
2020-08-10,2.8625,0.0056179775280898,32.29285714285714,22.61428571428571,23.98333333333333,Light Breeze,Slight,26.296825396825398,320,"[26, 28)",1
2020-08-11,3.4000000000000004,0.1272727272727273,32.05,23.492857142857137,24.25,Gentle Breeze,Slight,26.597619047619045,317,"[26, 28)",1
2020-08-12,1.8875,2.552222222222222,31.735714285714288,23.557142857142853,24.433333333333337,Light Breeze,Slight,26.575396825396822,293,"[26, 28)",1
2020-08-13,1.85,3.827173913043478,29.250000000000004,22.65714285714285,23.61666666666667,Light Breeze,Slight,25.174603174603178,275,"[24, 26)",1
2020-08-14,2.95,5.025287356321839,28.935714285714287,21.857142857142858,21.866666666666664,Light Breeze,Slight,24.219841269841268,344,"[24, 26)",1
2020-08-15,4.0625,0.0,29.714285714285715,19.928571428571427,20.56,Gentle Breeze,Slight,23.40095238095238,313,"[22, 24)",1
2020-08-16,4.449999999999999,2.6032258064516127,25.121428571428574,19.15,19.52,Gentle Breeze,Slight,21.263809523809524,279,"[20, 22)",1
2020-08-17,2.6125000000000003,7.7956521739130435,25.70714285714286,16.87857142857143,17.333333333333332,Light Breeze,Slight,19.97301587301587,288,"[18, 20)",1
2020-08-18,2.5375,15.813541666666666,28.21428571428571,16.985714285714288,17.139999999999997,Light Breeze,Slight,20.78,311,"[20, 22)",1
2020-08-19,1.775,2.0160919540229885,26.185714285714287,17.90714285714286,18.8,Light Breeze,Slight,20.96428571428571,286,"[20, 22)",1
2020-08-20,2.2375,5.974712643678161,25.757142857142856,15.435714285714283,15.366666666666664,Light Breeze,Slight,18.853174603174605,306,"[18, 20)",1
2020-08-21,3.7000000000000006,0.0158536585365853,28.185714285714283,17.3,18.616666666666667,Gentle Breeze,Slight,21.367460317460317,348,"[20, 22)",1
2020-08-22,2.9375,0.625609756097561,30.628571428571437,20.72142857142857,21.78,Light Breeze,Slight,24.37666666666667,328,"[24, 26)",1
2020-08-23,2.3625000000000003,0.713953488372093,30.871428571428567,21.342857142857145,21.3,Light Breeze,Slight,24.504761904761903,316,"[24, 26)",1
2020-08-24,2.6625,0.0035714285714285,31.857142857142858,22.192857142857143,22.416666666666668,Light Breeze,Slight,25.48888888888889,320,"[24, 26)",1
2020-08-25,4.1625,0.4662790697674419,32.771428571428565,21.842857142857145,23.416666666666668,Gentle Breeze,Slight,26.010317460317463,286,"[26, 28)",1
2020-08-26,4.375,2.6296703296703297,28.81428571428571,18.6,18.98333333333333,Gentle Breeze,Slight,22.132539682539683,310,"[22, 24)",1
2020-08-27,3.224999999999999,2.582222222222222,30.27142857142857,19.17142857142857,19.53333333333333,Light Breeze,Slight,22.99206349206349,343,"[22, 24)",1
2020-08-28,3.3125000000000004,7.372527472527472,31.50769230769231,20.515384615384612,20.9,Light Breeze,Slight,24.30769230769231,306,"[24, 26)",1
2020-08-29,3.7125,2.4545454545454546,28.85,21.514285714285712,22.12,Gentle Breeze,Slight,24.16142857142857,291,"[24, 26)",1
2020-08-30,4.8125,1.3847058823529412,27.02142857142857,17.892857142857142,19.12,Gentle Breeze,Slight,21.344761904761903,303,"[20, 22)",1
2020-08-31,2.3625,0.0098765432098765,25.514285714285712,15.271428571428574,16.3,Light Breeze,Slight,19.02857142857143,294,"[18, 20)",1
2020-09-01,3.5875000000000004,2.5977272727272727,25.47857142857143,17.928571428571427,19.25,Gentle Breeze,Slight,20.88571428571429,337,"[20, 22)",1
2020-09-02,2.9875000000000003,2.896703296703296,26.66428571428571,20.0,21.3,Light Breeze,Slight,22.6547619047619,309,"[22, 24)",1
2020-09-03,2.625,4.52258064516129,28.97857142857143,21.30714285714286,22.133333333333333,Light Breeze,Slight,24.139682539682543,363,"[24, 26)",1
2020-09-04,3.0,12.758695652173913,30.11428571428571,19.328571428571426,21.1,Light Breeze,Slight,23.51428571428571,383,"[22, 24)",1
2020-09-05,2.7625,0.0226190476190476,27.86428571428572,16.671428571428574,16.88,Light Breeze,Slight,20.471904761904764,362,"[20, 22)",1
2020-09-06,2.7625,0.0,27.214285714285715,16.228571428571428,17.24,Light Breeze,Slight,20.227619047619047,293,"[20, 22)",1
2020-09-07,2.475,0.0,27.41428571428572,16.82857142857143,17.02,Light Breeze,Slight,20.420952380952382,295,"[20, 22)",1
2020-09-08,1.7625000000000002,0.0,27.985714285714288,17.3,17.400000000000002,Light Breeze,Slight,20.8952380952381,337,"[20, 22)",1
2020-09-09,1.725,0.0172413793103448,28.057142857142857,18.32857142857143,18.683333333333334,Light Breeze,Slight,21.68968253968254,292,"[20, 22)",1
2020-09-10,2.05,21.884848484848483,27.81428571428571,21.02142857142857,22.433333333333334,Light Breeze,Slight,23.756349206349203,347,"[22, 24)",1
2020-09-11,3.542857142857143,15.5375,26.607692307692307,18.892307692307693,21.21666666666667,Gentle Breeze,Slight,22.23888888888889,351,"[22, 24)",1
2020-09-12,3.5285714285714285,0.0407407407407407,23.807692307692307,14.830769230769231,15.466666666666669,Gentle Breeze,Slight,18.035042735042737,304,"[18, 20)",1
2020-09-13,3.225,0.0241379310344827,23.51428571428572,14.878571428571428,16.866666666666667,Light Breeze,Slight,18.41984126984127,245,"[18, 20)",1
2020-09-14,4.575,0.0035294117647058,24.72142857142857,15.357142857142858,19.816666666666663,Gentle Breeze,Slight,19.965079365079365,289,"[18, 20)",1
2020-09-15,2.6375,0.0,21.42142857142857,10.721428571428572,10.916666666666666,Light Breeze,Slight,14.3531746031746,301,"[14, 16)",1
2020-09-16,2.7,0.0,20.678571428571427,10.750000000000002,10.65,Light Breeze,Slight,14.026190476190475,307,"[14, 16)",1
2020-09-17,1.8875,0.0,23.32857142857143,13.771428571428574,15.383333333333333,Light Breeze,Slight,17.494444444444444,322,"[16, 18)",1
2020-09-18,5.3125,0.3615384615384615,22.542857142857144,13.385714285714284,15.933333333333332,Gentle Breeze,Slight,17.287301587301588,341,"[16, 18)",1
2020-09-19,4.1875,0.0275862068965517,19.357142857142858,8.25,9.42,Gentle Breeze,Slight,12.342380952380951,330,"[12, 14)",1
2020-09-20,3.85,0.0,17.77857142857143,8.192857142857141,10.1,Gentle Breeze,Slight,12.023809523809524,275,"[12, 14)",1
2020-09-21,3.0375000000000005,0.0,18.164285714285715,7.057142857142857,8.783333333333333,Light Breeze,Slight,11.334920634920636,310,"[10, 12)",1
2020-09-22,3.875,0.0,20.87142857142857,6.785714285714287,7.7,Gentle Breeze,Slight,11.785714285714286,307,"[10, 12)",1
2020-09-23,3.5500000000000007,0.0,25.085714285714285,10.164285714285716,12.6,Gentle Breeze,Slight,15.95,356,"[14, 16)",1
2020-09-24,1.825,0.0,25.47142857142857,12.742857142857142,13.633333333333333,Light Breeze,Slight,17.28253968253968,297,"[16, 18)",1
2020-09-25,1.7375,0.0,25.321428571428577,13.485714285714286,14.266666666666666,Light Breeze,Slight,17.691269841269843,348,"[16, 18)",1
2020-09-26,2.2750000000000004,0.05,24.557142857142857,15.35714285714286,16.560000000000002,Light Breeze,Slight,18.824761904761907,330,"[18, 20)",1
2020-09-27,2.15,0.0917647058823529,25.364285714285717,17.892857142857146,19.34,Light Breeze,Slight,20.865714285714287,315,"[20, 22)",1
2020-09-28,3.975,1.5265306122448978,26.06428571428572,19.492857142857144,20.4,Gentle Breeze,Slight,21.98571428571429,300,"[20, 22)",1
2020-09-29,3.5875,2.0913043478260867,24.314285714285717,18.49285714285714,19.25,Gentle Breeze,Slight,20.685714285714283,317,"[20, 22)",1
2020-09-30,5.475,39.02886597938144,22.735714285714288,15.65,15.85,Gentle Breeze,Slight,18.07857142857143,347,"[18, 20)",1
